Gender,Age,Height,Weight,BMI
Male,20,69.66344,127.8292,정상
Female,30,69.30943,136.1354,정상
Male,28,66.59775,116.2841,저체중
Female,25,64.20209,127.0777,정상
Male,23,68.23051,125.7165,정상
Male,22,70.09021,121.0749,저체중
Female,30,70.9755,122.7382,저체중
Male,25,64.93134,119.4545,정상
Male,34,66.90106,132.9048,정상
Male,25,69.19803,132.8687,정상
Female,29,68.4149,124.3486,정상
Female,27,66.3163,132.2198,정상
Male,34,72.13467,142.804,정상
Male,27,65.74613,129.605,정상
Male,30,69.96677,128.5326,저체중
Female,22,65.11417,112.9919,정상
Female,18,67.43294,122.0795,정상
Male,19,66.39785,118.396,정상
Female,27,67.18769,130.1299,정상
Female,26,67.68597,111.6824,저체중
Male,25,67.77469,142.2452,정상
Female,18,63.62937,122.6049,정상
Female,33,66.447,122.8198,정상
Female,33,71.9233,119.1123,저체중
Female,34,67.92214,139.4335,정상
Female,30,68.01143,141.3353,정상
Male,30,67.76524,119.787,저체중
Male,27,69.19791,136.326,정상
Male,28,67.00109,118.4099,정상
Male,23,67.09659,137.692,정상
Male,20,69.85144,129.078,정상
Male,21,67.42782,123.4642,정상
Female,32,68.1104,115.4311,저체중
Male,33,68.29433,129.931,정상
Female,20,69.45176,135.9563,정상
Male,22,69.08219,127.8134,정상
Female,22,70.91753,139.1014,정상
Male,34,64.20566,109.2132,정상
Male,33,71.10315,124.6154,저체중
Female,33,72.08523,136.221,저체중
Male,21,66.15119,120.4722,정상
Male,23,67.52898,116.1659,저체중
Male,19,67.17586,115.5093,저체중
Female,23,72.92955,141.9961,정상
Female,28,65.54112,135.4869,정상
Female,28,69.08487,135.1305,정상
Male,23,65.28991,108.2494,저체중
Male,32,68.53447,125.1277,정상
Female,35,71.32802,142.8947,정상
Female,23,66.88095,128.2978,정상
Female,25,67.91196,128.268,정상
Male,20,67.00238,103.5665,저체중
Female,18,68.27584,156.1069,정상
Male,21,66.20276,104.9661,저체중
Male,22,64.24214,121.6365,정상
Male,18,67.43738,132.0066,정상
Male,19,64.50081,118.4079,정상
Female,19,68.89607,135.3898,정상
Male,19,70.32908,140.6633,정상
Male,30,64.31742,111.6703,정상
Male,35,67.11253,128.0328,정상
Male,29,68.01206,130.4737,정상
Male,33,68.25267,128.2127,정상
Male,30,67.76873,142.8202,정상
Female,28,67.44291,123.0804,정상
Male,18,65.73581,117.8771,정상
Male,34,69.64372,130.9274,정상
Female,35,71.92818,129.1735,저체중
Female,35,69.39435,144.5784,정상
Female,33,67.14717,115.8635,저체중
Female,28,69.1469,116.5322,저체중
Female,18,66.90594,141.9947,정상
Male,24,67.838,132.1304,정상
Female,33,68.09614,135.2607,정상
Female,23,66.14093,127.0684,정상
Female,20,71.16386,129.844,저체중
Female,33,67.55757,134.5066,정상
Male,29,70.01279,121.3609,저체중
Female,23,72.56431,143.1486,정상
Male,34,66.60224,124.7741,정상
Male,21,68.51802,120.1546,저체중
Male,32,66.34638,139.4163,정상
Male,20,69.02692,131.6743,정상
Female,19,69.12446,131.07,정상
Male,18,68.24578,129.8914,정상
Female,31,68.4869,123.344,저체중
Male,27,70.68261,137.5314,정상
Male,19,70.35969,136.8886,정상
Female,35,67.62401,118.4024,저체중
Male,30,69.4463,116.2441,저체중
Female,27,67.92486,124.8433,정상
Male,29,68.39347,120.9809,저체중
Male,26,66.31812,105.1208,저체중
Female,19,71.22882,145.4377,정상
Male,18,65.29169,108.1912,저체중
Male,34,66.00287,130.3778,정상
Male,20,67.61775,117.5157,저체중
Male,26,69.10276,135.8762,정상
Male,18,68.99743,127.5126,정상
Female,33,69.07531,151.3998,정상
Female,33,68.34086,112.4799,저체중
Female,29,71.68196,156.7554,정상
Male,23,68.77664,138.2098,정상
Female,21,66.18191,109.5685,저체중
Male,26,72.37092,139.9742,정상
Male,30,66.85155,124.5873,정상
Male,32,65.75688,130.5023,정상
Male,27,69.69245,151.0783,정상
Male,25,66.27915,108.7722,저체중
Male,32,66.47752,105.9927,저체중
Female,21,68.71912,143.4301,정상
Female,29,68.29244,114.7434,저체중
Male,29,67.66696,123.7736,정상
Male,23,71.29885,139.4769,정상
Female,23,67.07369,115.8201,저체중
Female,27,70.68048,146.5682,정상
Male,34,71.40114,153.9993,정상
Female,34,71.00392,137.5899,정상
Male,22,66.2799,125.9287,정상
Female,21,68.05383,139.6939,정상
Male,19,64.16346,126.3585,정상
Female,21,66.87966,113.9307,저체중
Female,20,70.52968,129.7605,저체중
Male,21,65.45595,116.1925,정상
Female,31,69.11331,139.1294,정상
Female,26,67.94221,126.9815,정상
Female,31,67.2132,125.8352,정상
Male,32,67.6372,113.524,저체중
Female,24,70.09365,123.2372,저체중
Female,26,64.41354,123.0554,정상
Male,22,69.77698,128.133,정상
Female,30,66.58181,127.9357,정상
Female,29,68.14995,110.4678,저체중
Male,29,66.18165,127.9364,정상
Male,35,66.79412,118.1678,정상
Female,29,67.1657,129.7243,정상
Female,24,68.01904,130.6094,정상
Male,33,66.95837,105.0414,저체중
Female,29,68.70397,122.6299,저체중
Male,32,69.68057,138.3259,정상
Male,22,66.52793,107.7381,저체중
Male,18,66.46981,141.4417,정상
Female,19,71.44643,153.6966,정상
Female,26,66.62648,134.5551,정상
Female,21,64.01015,109.6593,정상
Female,31,65.03312,117.2029,정상
Male,31,66.77216,124.2843,정상
Male,19,68.91932,125.2193,정상
Male,35,71.22926,133.2256,저체중
Female,18,71.10332,122.6042,저체중
Male,33,69.80699,134.8652,정상
Female,30,67.09127,111.4506,저체중
Male,24,67.27958,116.8458,저체중
Male,30,71.86593,143.1527,정상
Female,19,67.20197,99.92383,저체중
Male,26,68.44108,127.9232,정상
Female,27,67.20278,136.658,정상
Female,31,69.36588,145.3947,정상
Male,30,69.0416,126.6818,정상
Female,28,65.9056,128.1983,정상
Male,25,66.44766,122.8328,정상
Male,19,66.08009,133.2571,정상
Female,31,69.35367,116.7606,저체중
Female,35,70.83359,144.0455,정상
Male,18,67.664,132.5153,정상
Male,24,65.30966,123.9832,정상
Male,35,66.66817,113.1423,저체중
Female,20,66.93271,123.9512,정상
Female,21,67.73938,133.9787,정상
Female,30,64.27722,128.1519,정상
Female,32,66.83442,121.2878,정상
Female,20,65.89728,122.7107,정상
Female,23,67.6564,125.4136,정상
Female,29,68.68966,124.8761,정상
Female,26,66.08003,116.5903,정상
Female,25,66.91344,129.889,정상
Male,34,69.48392,123.889,저체중
Female,19,68.60001,137.6571,정상
Female,23,69.21225,130.8805,정상
Male,30,67.63342,141.9706,정상
Female,19,65.73405,125.7334,정상
Female,26,66.09947,104.4108,저체중
Male,19,67.65293,117.0685,저체중
Female,20,67.59619,131.7669,정상
Female,24,69.57859,125.4738,저체중
Male,18,66.08879,129.5734,정상
Female,28,70.08026,130.1053,정상
Male,29,65.00956,131.9305,정상
Female,26,69.16464,142.4645,정상
Female,27,69.61276,127.6431,정상
Male,23,71.48367,153.3153,정상
Female,21,69.47413,126.7609,저체중
Female,25,69.0027,114.0258,저체중
Female,20,69.5581,133.9684,정상
Male,34,68.63746,127.5869,정상
Male,26,67.20262,126.4859,정상
Female,25,66.07614,120.7651,정상
Male,23,66.18342,126.6479,정상
Male,30,70.80778,133.0747,정상
Male,27,67.158,125.9649,정상
Male,31,65.2973,121.3206,정상
Female,26,69.23494,129.7824,정상
Female,24,68.90768,130.0549,정상
Female,29,72.3478,123.4005,저체중
Male,19,68.29557,137.2791,정상
Female,32,68.34735,127.7554,정상
Female,20,67.46476,133.6853,정상
Male,35,68.86803,113.9275,저체중
Female,35,66.62471,135.6168,정상
Female,29,64.77193,122.6005,정상
Male,35,67.70647,118.9472,저체중
Female,28,72.992,134.2703,저체중
Male,27,70.95194,124.2747,저체중
Male,27,67.95677,130.6981,정상
Female,19,67.20959,124.6797,정상
Female,24,66.36959,129.0839,정상
Female,23,67.63896,121.9456,정상
Male,24,69.74444,126.2689,저체중
Male,30,68.17532,134.6122,정상
Female,29,66.89711,131.8476,정상
Male,32,67.4966,103.5828,저체중
Male,24,66.51569,116.3925,저체중
Male,20,66.88332,123.5095,정상
Male,26,69.7277,150.3395,정상
Male,22,69.78345,135.2437,정상
Female,21,65.40046,112.4584,저체중
Male,19,67.99831,137.4861,정상
Male,32,72.25581,132.7902,저체중
Female,33,70.79562,126.0286,저체중
Female,35,65.18786,141.3591,정상
Male,28,67.7123,135.9065,정상
Female,27,70.05146,134.6655,정상
Female,33,67.30497,122.0232,정상
Female,35,66.39813,128.3502,정상
Male,30,69.73637,130.6354,정상
Male,34,68.71659,131.717,정상
Female,32,63.88437,108.6132,정상
Male,22,68.40851,114.5673,저체중
Male,32,67.93251,133.5136,정상
Male,24,70.69674,135.8641,정상
Male,27,68.95083,148.1093,정상
Female,27,66.49457,123.5179,정상
Male,32,68.59369,120.8406,저체중
Female,27,66.26442,116.2666,정상
Female,29,69.58656,123.8986,저체중
Female,30,67.35651,119.32,저체중
Female,25,69.68727,119.4097,저체중
Male,31,68.44046,124.5933,정상
Male,24,68.47973,130.8802,정상
Female,32,65.45463,118.2058,정상
Male,32,66.8085,109.6357,저체중
Female,26,70.05212,140.2298,정상
Male,21,67.43558,121.5764,정상
Female,29,66.54306,98.30262,저체중
Male,30,67.32353,117.6173,저체중
Male,18,67.9725,136.5104,정상
Female,22,69.03858,148.9791,정상
Male,24,67.69453,123.9665,정상
Male,35,69.30508,133.5957,정상
Female,19,65.39643,117.2334,정상
Male,20,68.35638,123.5943,정상
Female,32,65.36888,117.7674,정상
Male,25,68.36499,137.2321,정상
Female,25,71.15702,129.1996,저체중
Female,28,69.25532,142.4032,정상
Female,26,66.6984,128.4838,정상
Male,28,69.17548,115.3008,저체중
Male,27,68.31559,119.5309,저체중
Male,24,67.81616,121.7224,정상
Male,29,68.56123,142.8442,정상
Female,19,66.23085,110.1171,저체중
Female,20,68.95099,122.0958,저체중
Male,23,67.86761,124.8188,정상
Male,19,68.05498,119.3169,저체중
Male,28,67.73986,132.4571,정상
Male,22,69.83641,133.0316,정상
Male,32,70.68574,160.8831,정상
Female,21,64.54385,119.127,정상
Male,27,67.93112,138.516,정상
Female,24,67.77291,124.8232,정상
Male,18,69.41312,135.9744,정상
Male,18,67.77213,116.2254,저체중
Male,24,67.79965,139.2002,정상
Male,34,67.98313,137.983,정상
Male,27,69.97983,144.5084,정상
Female,32,63.83261,109.1938,정상
Male,20,65.57212,127.228,정상
Male,22,69.34307,124.5517,저체중
Female,24,67.28398,114.926,저체중
Female,18,68.7435,132.5027,정상
Male,33,69.03112,125.3892,저체중
Female,31,69.64426,128.4988,정상
Male,25,66.70052,117.7319,정상
Male,26,67.9143,112.9531,저체중
Male,21,64.36849,126.1835,정상
Male,30,65.87507,118.7934,정상
Male,25,67.07427,125.4388,정상
Female,23,69.34545,124.9451,저체중
Female,18,69.83212,145.5139,정상
Female,34,66.10245,116.7836,정상
Male,18,69.26205,132.5216,정상
Female,31,68.33525,114.8933,저체중
Female,25,69.38017,122.8594,저체중
Female,32,69.12887,130.5782,정상
Female,35,68.44658,119.1058,저체중
Male,31,66.34542,133.8204,정상
Female,29,70.03275,128.5779,저체중
Female,34,70.16523,139.0179,정상
Female,34,68.18324,101.2876,저체중
Male,23,70.12378,140.958,정상
Female,23,68.4296,134.6146,정상
Male,21,66.43974,129.9482,정상
Male,22,71.72703,139.064,정상
Female,18,70.72387,135.1996,정상
Male,27,68.09022,129.682,정상
Female,31,70.12976,129.1395,저체중
Male,26,66.05393,129.0051,정상
Female,33,69.77059,112.7357,저체중
Male,29,68.15816,126.1123,정상
Female,26,69.91372,118.3724,저체중
Female,35,65.34461,122.9731,정상
Female,21,68.35621,130.3663,정상
Female,30,64.50585,114.226,정상
Male,26,67.95491,115.7854,저체중
Female,27,68.57621,137.9526,정상
Male,33,68.12257,112.2435,저체중
Female,22,68.77583,137.237,정상
Male,26,67.92593,124.9418,정상
Female,24,69.1484,135.0961,정상
Female,26,63.20539,114.4199,정상
Male,33,69.2442,122.1823,저체중
Female,34,65.88645,129.375,정상
Female,21,67.85186,129.9448,정상
Male,22,65.57418,140.4557,정상
Male,32,66.70819,120.8977,정상
Female,21,69.172,129.159,정상
Female,27,69.23593,137.1397,정상
Female,27,67.57232,145.2218,정상
Female,27,69.50518,140.0956,정상
Female,27,70.60288,124.12,저체중
Female,21,66.54152,135.6875,정상
Female,25,69.11494,127.756,정상
Male,25,69.951,144.0475,정상
Female,25,67.70347,131.9333,정상
Male,29,69.19028,135.5263,정상
Female,22,67.8047,151.3579,정상
Female,21,67.62532,124.7073,정상
Female,34,70.36898,135.274,정상
Male,35,71.02595,136.5388,정상
Female,32,69.8452,137.8778,정상
Male,18,67.08638,114.2066,저체중
Male,19,68.62013,141.5844,정상
Female,20,64.37275,111.0969,정상
Female,20,65.93523,126.3868,정상
Male,29,65.24285,132.8885,정상
Male,19,70.51481,144.7904,정상
Male,23,66.61129,108.3859,저체중
Female,27,67.13394,124.1348,정상
Male,33,66.77634,129.4462,정상
Male,27,67.69385,131.3339,정상
Female,35,67.82809,111.6411,저체중
Male,27,66.63254,111.6422,저체중
Female,35,67.62229,140.3178,정상
Female,27,69.66798,125.5286,저체중
Male,19,62.75039,114.49,정상
Male,18,64.53878,113.998,정상
Male,27,68.01929,117.1931,저체중
Male,35,66.38551,138.3156,정상
Male,30,70.18724,122.3712,저체중
Male,31,64.646,132.9431,정상
Female,33,67.48819,124.0449,정상
Female,24,72.01807,144.1591,정상
Male,33,66.61356,115.4581,저체중
Male,29,65.81803,116.5192,정상
Male,19,71.16185,139.6139,정상
Female,18,68.51977,133.2364,정상
Male,23,64.96088,120.025,정상
Male,31,66.88268,123.1111,정상
Female,22,70.3531,132.8462,정상
Female,28,67.71744,120.9359,정상
Male,28,66.03333,129.7702,정상
Female,23,68.9826,136.9118,정상
Male,33,68.60237,131.121,정상
Male,32,66.8408,133.484,정상
Female,35,68.03659,136.3871,정상
Male,24,64.79586,131.4559,정상
Female,21,70.55126,126.1986,저체중
Female,31,68.28166,115.046,저체중
Male,29,68.77574,130.3178,정상
Male,20,67.09315,131.6954,정상
Male,26,70.14303,135.6519,정상
Male,33,65.46833,120.3029,정상
Female,28,69.02275,129.1442,정상
Female,30,74.24899,150.2167,정상
Male,19,64.08575,120.2076,정상
Male,35,67.57977,132.153,정상
Female,31,69.19395,132.1247,정상
Male,23,64.48615,119.5029,정상
Female,34,68.75888,136.7629,정상
Female,18,68.45184,147.7846,정상
Male,20,66.44205,145.5992,정상
Female,34,70.1756,124.9662,저체중
Male,20,67.1386,127.902,정상
Female,24,66.91548,125.9147,정상
Male,25,68.63357,109.6821,저체중
Female,22,66.95697,107.7733,저체중
Male,32,69.97351,134.1099,정상
Female,22,66.92568,134.901,정상
Male,25,68.76347,139.6364,정상
Female,34,67.40692,127.0273,정상
Male,34,65.74615,134.7717,정상
Male,31,65.88357,99.97124,저체중
Male,20,66.77623,129.4522,정상
Female,35,66.9622,129.3592,정상
Female,31,63.46642,103.6594,저체중
Female,33,68.35224,115.7327,저체중
Male,32,64.43147,104.8874,저체중
Male,28,63.52175,131.0054,정상
Male,22,66.86196,129.0709,정상
Female,29,65.53651,102.5494,저체중
Male,25,71.82306,133.2257,저체중
Female,35,68.86538,146.3008,정상
Male,22,70.79207,140.8125,정상
Female,31,69.02139,132.4618,정상
Female,22,67.3527,118.8437,저체중
Male,33,66.3294,133.4495,정상
Female,23,67.75792,134.882,정상
Male,27,68.64796,129.6789,정상
Male,20,68.18784,136.7318,정상
Female,26,71.53978,133.9981,저체중
Female,30,68.58959,128.1324,정상
Female,35,71.33959,130.2482,저체중
Male,29,67.18757,130.2934,정상
Male,29,67.70033,128.3208,정상
Female,31,64.13048,134.0501,정상
Male,33,69.90087,140.5808,정상
Female,28,66.72044,115.1936,저체중
Male,23,69.3532,135.8445,정상
Female,21,69.70788,142.8508,정상
Male,30,67.73755,143.0931,정상
Male,19,68.16879,114.9519,저체중
Male,30,71.94697,149.4261,정상
Female,29,67.37481,132.0558,정상
Female,31,65.34039,127.0174,정상
Female,33,65.63768,103.3615,저체중
Female,25,68.91559,125.3216,정상
Female,30,65.44571,130.6423,정상
Female,25,68.11726,124.3662,정상
Female,29,69.52284,140.6019,정상
Male,21,69.40202,124.229,저체중
Male,26,70.00803,132.9642,정상
Female,24,68.59817,130.2067,정상
Male,24,64.76508,106.6241,저체중
Male,24,67.52805,108.9888,저체중
Male,35,66.71974,109.9473,저체중
Male,18,67.94808,124.363,정상
Male,26,69.09682,131.5021,정상
Female,24,70.04724,137.4264,정상
Female,32,67.92097,116.0228,저체중
Male,27,67.99135,117.9061,저체중
Male,19,68.92023,116.7259,저체중
Male,21,66.75149,115.4633,저체중
Female,23,68.07152,129.9734,정상
Female,25,68.75961,148.9128,정상
Female,20,70.93048,126.0818,저체중
Female,33,68.29873,115.4952,저체중
Male,23,69.25316,158.7833,정상
Female,22,68.39327,141.2064,정상
Female,24,68.48007,129.838,정상
Female,23,69.47286,137.0682,정상
Female,22,66.33003,123.2428,정상
Female,33,66.88679,117.9651,정상
Female,22,65.20091,102.4998,저체중
Female,25,68.37273,130.6338,정상
Male,33,67.10601,144.6224,정상
Male,32,62.64242,100.1982,저체중
Male,23,69.06906,120.2937,저체중
Male,23,71.15727,144.3108,정상
Female,30,68.93324,114.8805,저체중
Female,24,68.10686,141.5328,정상
Male,34,64.45765,114.6963,정상
Male,18,65.96736,121.6607,정상
Female,35,68.73038,119.3241,저체중
Female,33,70.53564,135.206,정상
Male,35,67.40711,115.9409,저체중
Female,18,66.11309,123.2264,정상
Male,19,69.47433,133.0619,정상
Female,31,70.95476,136.3442,정상
Male,35,65.56715,124.1401,정상
Male,30,65.49243,116.2944,정상
Female,21,68.89342,133.1669,정상
Male,28,67.59755,137.941,정상
Male,21,66.1724,133.3173,정상
Female,31,68.70371,114.2219,저체중
Female,32,65.47651,137.6516,정상
