연월일시,pm10,pm2.5,오존,이산화질소,일산화탄소,아황산가스
2022-02-08:22,25,20,0.031,0.022,0.5,0.003
2022-02-08:21,31,22,0.028,0.028,0.5,0.004
2022-02-08:20,32,21,0.031,0.022,0.5,0.003
2022-02-08:19,28,18,0.029,0.026,0.5,0.004
2022-02-08:18,29,18,0.033,0.021,0.5,0.004
2022-02-08:17,28,16,0.039,0.015,0.4,0.003
2022-02-08:16,23,17,0.039,0.015,0.4,0.003
2022-02-08:15,26,18,0.038,0.016,0.4,0.003
2022-02-08:14,28,20,0.034,0.019,0.4,0.003
2022-02-08:13,28,17,0.032,0.02,0.5,0.004
2022-02-08:12,28,20,0.028,0.024,0.5,0.004
2022-02-08:11,41,29,0.01,0.051,0.9,0.004
2022-02-08:10,39,27,0.004,0.059,1,0.004
2022-02-08:09,33,24,0.003,0.057,1,0.004
2022-02-08:08,29,22,0.002,0.059,1,0.004
2022-02-08:07,29,23,0.002,0.058,1,0.003
2022-02-08:06,26,20,0.002,0.055,0.9,0.004
2022-02-08:05,25,21,0.002,0.052,0.8,0.003
2022-02-08:04,25,20,0.003,0.05,0.7,0.003
2022-02-08:03,27,22,0.006,0.044,0.7,0.003
2022-02-08:02,26,19,0.011,0.038,0.6,0.003
2022-02-08:01,28,17,0.016,0.033,0.6,0.003
2022-02-07:24,26,18,0.016,0.033,0.6,0.003
2022-02-07:23,26,16,0.021,0.028,0.5,0.003
2022-02-07:22,25,16,0.023,0.027,0.5,0.003
2022-02-07:21,31,21,0.025,0.025,0.5,0.003
2022-02-07:20,36,24,0.023,0.027,0.6,0.004
2022-02-07:19,37,23,0.024,0.026,0.6,0.003
2022-02-07:18,,,0.026,0.021,0.5,0.003
2022-02-07:17,,,,,,
2022-02-07:16,,,,,,
2022-02-07:15,34,19,0.035,0.017,0.4,0.004
2022-02-07:14,35,20,0.019,0.036,0.6,0.004
2022-02-07:13,38,22,0.015,0.04,0.7,0.004
2022-02-07:12,38,24,0.01,0.047,0.8,0.004
2022-02-07:11,37,24,0.009,0.047,0.8,0.004
2022-02-07:10,28,18,0.007,0.048,0.8,0.004
2022-02-07:09,26,19,0.004,0.057,0.9,0.004
2022-02-07:08,22,17,0.003,0.055,0.8,0.003
2022-02-07:07,23,15,0.005,0.047,0.6,0.003
2022-02-07:06,19,14,0.016,0.031,0.6,0.003
2022-02-07:05,22,16,0.022,0.025,0.5,0.003
2022-02-07:04,19,13,0.025,0.022,0.5,0.003
2022-02-07:03,20,12,0.025,0.021,0.5,0.003
2022-02-07:02,21,15,0.028,0.019,0.5,0.003
2022-02-07:01,23,15,0.031,0.016,0.4,0.003
2022-02-06:24,18,12,0.036,0.012,0.4,0.003
2022-02-06:23,19,12,0.038,0.008,0.4,0.003
2022-02-06:22,18,10,0.037,0.01,0.4,0.003
2022-02-06:21,22,11,0.034,0.015,0.4,0.003
2022-02-06:20,18,9,0.036,0.013,0.4,0.003
2022-02-06:19,20,11,0.038,0.012,0.4,0.003
2022-02-06:18,28,15,0.041,0.01,0.4,0.003
2022-02-06:17,28,14,0.043,0.01,0.4,0.003
2022-02-06:16,27,12,0.043,0.008,0.4,0.003
2022-02-06:15,24,10,0.042,0.007,0.4,0.003
2022-02-06:14,22,11,0.042,0.007,0.3,0.003
2022-02-06:13,26,10,0.041,0.009,0.3,0.003
2022-02-06:12,26,11,0.036,0.012,0.4,0.003
2022-02-06:11,27,18,0.028,0.022,0.5,0.003
2022-02-06:10,22,15,0.009,0.048,0.9,0.004
2022-02-06:09,22,14,0.005,0.048,0.8,0.003
2022-02-06:08,19,13,0.005,0.043,0.8,0.002
2022-02-06:07,20,12,0.018,0.026,0.6,0.003
2022-02-06:06,17,12,0.018,0.027,0.5,0.002
2022-02-06:05,18,13,0.025,0.019,0.5,0.003
2022-02-06:04,20,15,0.027,0.017,0.5,0.003
2022-02-06:03,20,16,0.026,0.019,0.5,0.003
2022-02-06:02,17,11,0.024,0.021,0.5,0.002
2022-02-06:01,20,12,0.025,0.021,0.5,0.002
2022-02-05:24,17,10,0.029,0.017,0.4,0.003
2022-02-05:23,22,11,0.033,0.012,0.4,0.002
2022-02-05:22,18,10,0.032,0.013,0.4,0.002
2022-02-05:21,17,12,0.034,0.011,0.4,0.003
2022-02-05:20,20,9,0.032,0.013,0.4,0.003
2022-02-05:19,25,11,0.036,0.01,0.4,0.003
2022-02-05:18,28,13,0.039,0.009,0.4,0.003
2022-02-05:17,31,9,0.04,0.008,0.4,0.003
2022-02-05:16,41,13,0.04,0.008,0.4,0.003
2022-02-05:15,43,13,0.039,0.008,0.4,0.003
2022-02-05:14,42,10,0.038,0.009,0.4,0.003
2022-02-05:13,45,13,0.037,0.009,0.4,0.003
2022-02-05:12,46,12,0.034,0.01,0.4,0.003
2022-02-05:11,39,10,0.032,0.012,0.4,0.003
2022-02-05:10,26,6,0.028,0.016,0.4,0.003
2022-02-05:09,25,13,0.026,0.016,0.4,0.003
2022-02-05:08,24,13,0.024,0.019,0.4,0.003
2022-02-05:07,22,14,0.026,0.016,0.4,0.003
2022-02-05:06,23,15,0.028,0.013,0.4,0.003
2022-02-05:05,23,14,0.03,0.012,0.4,0.003
2022-02-05:04,19,13,0.032,0.009,0.4,0.003
2022-02-05:03,22,13,0.033,0.011,0.4,0.003
2022-02-05:02,18,12,0.029,0.015,0.4,0.003
2022-02-05:01,22,13,0.034,0.011,0.4,0.003
2022-02-04:24,19,13,0.034,0.012,0.4,0.003
2022-02-04:23,21,12,0.034,0.012,0.4,0.003
2022-02-04:22,21,13,0.037,0.009,0.4,0.003
2022-02-04:21,19,9,0.036,0.009,0.4,0.003
2022-02-04:20,22,12,0.035,0.014,0.4,0.003
2022-02-04:19,28,13,0.034,0.015,0.4,0.003
2022-02-04:18,26,14,0.037,0.014,0.4,0.003
2022-02-04:17,27,16,0.036,0.014,0.4,0.003
2022-02-04:16,24,15,0.036,0.015,0.4,0.003
2022-02-04:15,23,13,0.039,0.011,0.4,0.003
2022-02-04:14,19,10,0.039,0.012,0.4,0.003
2022-02-04:13,18,9,0.037,0.013,0.4,0.003
2022-02-04:12,18,11,0.035,0.014,0.4,0.003
2022-02-04:11,21,14,0.027,0.022,0.4,0.003
2022-02-04:10,18,12,0.03,0.02,0.4,0.003
2022-02-04:09,20,14,0.023,0.028,0.5,0.003
2022-02-04:08,20,14,0.017,0.033,0.5,0.003
2022-02-04:07,20,15,0.017,0.033,0.5,0.002
2022-02-04:06,19,13,0.025,0.024,0.5,0.003
2022-02-04:05,22,15,0.032,0.017,0.5,0.003
2022-02-04:04,20,13,0.037,0.012,0.4,0.003
2022-02-04:03,19,13,0.039,0.012,0.4,0.003
2022-02-04:02,19,14,0.039,0.011,0.4,0.003
2022-02-04:01,23,18,0.039,0.011,0.4,0.003
2022-02-03:24,21,17,0.037,0.014,0.4,0.003
2022-02-03:23,19,16,0.038,0.014,0.4,0.003
2022-02-03:22,21,14,0.037,0.016,0.4,0.002
2022-02-03:21,21,15,0.031,0.022,0.5,0.003
2022-02-03:20,22,13,0.036,0.017,0.5,0.003
2022-02-03:19,24,12,0.035,0.017,0.4,0.004
2022-02-03:18,23,16,0.038,0.014,0.4,0.003
2022-02-03:17,25,14,0.04,0.014,0.4,0.003
2022-02-03:16,25,18,0.04,0.013,0.4,0.004
2022-02-03:15,23,19,0.041,0.011,0.4,0.004
2022-02-03:14,23,15,0.039,0.013,0.4,0.003
2022-02-03:13,27,22,0.034,0.016,0.5,0.003
2022-02-03:12,22,18,0.029,0.022,0.5,0.004
2022-02-03:11,24,17,0.034,0.016,0.5,0.003
2022-02-03:10,18,13,0.029,0.022,0.5,0.003
2022-02-03:09,20,14,0.01,0.041,0.7,0.002
2022-02-03:08,18,15,0.005,0.046,0.7,0.003
2022-02-03:07,18,13,0.01,0.039,0.5,0.002
2022-02-03:06,19,15,0.024,0.024,0.6,0.003
2022-02-03:05,19,14,0.036,0.011,0.4,0.003
2022-02-03:04,17,13,0.039,0.009,0.4,0.003
2022-02-03:03,19,13,0.032,0.015,0.4,0.003
2022-02-03:02,19,14,0.016,0.034,0.5,0.003
2022-02-03:01,18,15,0.011,0.038,0.6,0.003
2022-02-02:24,17,13,0.016,0.034,0.5,0.003
2022-02-02:23,18,14,0.021,0.03,0.5,0.003
2022-02-02:22,20,15,0.021,0.029,0.5,0.003
2022-02-02:21,21,17,0.027,0.023,0.5,0.003
2022-02-02:20,16,13,0.033,0.017,0.4,0.003
2022-02-02:19,15,10,0.038,0.012,0.4,0.003
2022-02-02:18,16,12,0.041,0.009,0.3,0.003
2022-02-02:17,20,,0.042,0.008,0.3,0.003
2022-02-02:16,16,13,0.042,0.008,0.4,0.003
2022-02-02:15,22,15,0.041,0.009,0.4,0.003
2022-02-02:14,22,16,0.039,0.01,0.4,0.003
2022-02-02:13,20,16,0.038,0.009,0.4,0.003
2022-02-02:12,23,19,0.038,0.008,0.4,0.003
2022-02-02:11,27,20,0.037,0.008,0.4,0.003
2022-02-02:10,33,28,0.032,0.013,0.5,0.003
2022-02-02:09,36,31,0.027,0.02,0.5,0.002
2022-02-02:08,32,26,0.028,0.019,0.5,0.003
2022-02-02:07,36,30,0.034,0.013,0.5,0.003
2022-02-02:06,39,32,0.03,0.016,0.5,0.003
2022-02-02:05,38,34,0.034,0.012,0.5,0.003
2022-02-02:04,51,46,0.036,0.011,0.5,0.003
2022-02-02:03,63,56,0.034,0.011,0.6,0.003
2022-02-02:02,66,59,0.031,0.014,0.6,0.003
2022-02-02:01,68,61,0.026,0.019,0.7,0.002
2022-02-01:24,66,58,0.026,0.02,0.7,0.003
2022-02-01:23,67,63,0.028,0.019,0.7,0.003
2022-02-01:22,67,64,0.031,0.017,0.7,0.003
2022-02-01:21,68,62,0.034,0.017,0.7,0.003
2022-02-01:20,58,55,0.036,0.018,0.7,0.003
2022-02-01:19,58,55,0.04,0.016,0.7,0.003
2022-02-01:18,58,54,0.045,0.012,0.7,0.003
2022-02-01:17,57,53,0.044,0.012,0.7,0.003
2022-02-01:16,54,52,0.045,0.01,0.7,0.003
2022-02-01:15,55,53,0.043,0.011,0.7,0.003
2022-02-01:14,58,55,0.04,0.011,0.7,0.003
2022-02-01:13,57,52,0.038,0.011,0.7,0.003
2022-02-01:12,47,42,0.035,0.011,0.6,0.003
2022-02-01:11,41,33,0.034,0.012,0.6,0.003
2022-02-01:10,28,23,0.031,0.014,0.5,0.003
2022-02-01:09,25,20,0.029,0.014,0.5,0.003
2022-02-01:08,20,16,0.032,0.011,0.4,0.002
2022-02-01:07,19,11,0.032,0.012,0.4,0.003
2022-02-01:06,15,10,0.032,0.012,0.4,0.003
2022-02-01:05,23,10,0.036,0.009,0.3,0.002
2022-02-01:04,25,10,0.038,0.009,0.3,0.003
2022-02-01:03,26,14,0.035,0.012,0.4,0.002
2022-02-01:02,32,22,0.037,0.009,0.4,0.003
2022-02-01:01,32,29,0.035,0.014,0.6,0.003
2022-01-31:24,29,24,0.028,0.021,0.5,0.003
2022-01-31:23,28,22,0.033,0.017,0.4,0.003
2022-01-31:22,29,21,0.035,0.019,0.5,0.003
2022-01-31:21,27,22,0.025,0.032,0.6,0.004
2022-01-31:20,28,21,0.03,0.026,0.6,0.004
2022-01-31:19,31,22,0.036,0.019,0.5,0.003
2022-01-31:18,31,23,0.04,0.016,0.5,0.004
2022-01-31:17,35,26,0.042,0.013,0.5,0.004
2022-01-31:16,38,29,0.041,0.014,0.5,0.004
2022-01-31:15,37,27,0.036,0.02,0.5,0.004
2022-01-31:14,38,27,0.035,0.019,0.5,0.004
2022-01-31:13,38,28,0.025,0.028,0.6,0.004
2022-01-31:12,37,29,0.016,0.036,0.7,0.004
2022-01-31:11,38,31,0.013,0.038,0.8,0.004
2022-01-31:10,29,19,0.009,0.042,0.9,0.004
2022-01-31:09,26,20,0.006,0.046,0.8,0.003
2022-01-31:08,24,18,0.006,0.039,0.7,0.003
2022-01-31:07,27,17,0.014,0.029,0.6,0.003
2022-01-31:06,25,16,0.026,0.016,0.5,0.003
2022-01-31:05,25,17,0.022,0.021,0.5,0.003
2022-01-31:04,25,16,0.02,0.023,0.5,0.004
2022-01-31:03,26,17,0.023,0.02,0.5,0.003
2022-01-31:02,27,16,0.028,0.014,0.5,0.003
2022-01-31:01,30,18,0.026,0.018,0.5,0.003
2022-01-30:24,26,14,0.029,0.015,0.4,0.003
2022-01-30:23,30,17,0.031,0.013,0.4,0.004
2022-01-30:22,31,18,0.034,0.012,0.4,0.004
2022-01-30:21,29,19,0.034,0.014,0.5,0.004
2022-01-30:20,25,14,0.028,0.02,0.5,0.004
2022-01-30:19,29,15,0.03,0.019,0.5,0.003
2022-01-30:18,31,19,0.036,0.014,0.4,0.004
2022-01-30:17,29,16,0.042,0.01,0.4,0.003
2022-01-30:16,27,19,0.041,0.01,0.4,0.003
2022-01-30:15,28,19,0.041,0.008,0.4,0.004
2022-01-30:14,31,21,0.036,0.013,0.5,0.004
2022-01-30:13,34,22,0.028,0.021,0.6,0.004
2022-01-30:12,35,23,0.027,0.02,0.6,0.004
2022-01-30:11,33,25,0.024,0.022,0.6,0.005
2022-01-30:10,31,19,0.018,0.029,0.7,0.004
2022-01-30:09,37,26,0.012,0.033,0.7,0.004
2022-01-30:08,35,23,0.008,0.036,0.7,0.003
2022-01-30:07,34,21,0.018,0.024,0.6,0.003
2022-01-30:06,32,21,0.019,0.023,0.6,0.003
2022-01-30:05,34,22,0.014,0.029,0.7,0.003
2022-01-30:04,30,21,0.017,0.026,0.7,0.003
2022-01-30:03,32,24,0.024,0.019,0.6,0.003
2022-01-30:02,33,22,0.028,0.015,0.6,0.003
2022-01-30:01,38,24,0.03,0.014,0.5,0.004
2022-01-29:24,35,22,0.029,0.015,0.5,0.004
2022-01-29:23,29,19,0.032,0.014,0.5,0.004
2022-01-29:22,30,19,0.028,0.02,0.5,0.004
2022-01-29:21,34,22,0.025,0.025,0.5,0.003
2022-01-29:20,30,17,0.03,0.019,0.5,0.004
2022-01-29:19,29,17,0.034,0.016,0.5,0.003
2022-01-29:18,28,15,0.036,0.014,0.4,0.004
2022-01-29:17,24,11,0.04,0.01,0.4,0.003
2022-01-29:16,24,13,0.041,0.008,0.3,0.003
2022-01-29:15,31,15,0.038,0.009,0.4,0.003
2022-01-29:14,26,16,0.036,0.011,0.4,0.004
2022-01-29:13,31,21,0.034,0.011,0.5,0.004
2022-01-29:12,29,19,0.03,0.014,0.5,0.005
2022-01-29:11,31,18,0.03,0.012,0.5,0.005
2022-01-29:10,24,14,0.029,0.011,0.5,0.004
2022-01-29:09,30,23,0.026,0.014,0.5,0.003
2022-01-29:08,30,22,0.025,0.015,0.5,0.004
2022-01-29:07,30,22,0.02,0.02,0.5,0.003
2022-01-29:06,29,21,0.02,0.021,0.5,0.003
2022-01-29:05,29,18,0.025,0.017,0.5,0.003
2022-01-29:04,28,18,0.03,0.011,0.4,0.003
2022-01-29:03,28,18,0.027,0.013,0.5,0.003
2022-01-29:02,27,17,0.03,0.011,0.4,0.003
2022-01-29:01,26,17,0.031,0.012,0.4,0.003
2022-01-28:24,21,13,0.032,0.012,0.4,0.003
2022-01-28:23,22,13,0.033,0.013,0.4,0.003
2022-01-28:22,25,16,0.035,0.012,0.4,0.003
2022-01-28:21,33,23,0.029,0.019,0.5,0.003
2022-01-28:20,35,24,0.021,0.028,0.5,0.003
2022-01-28:19,36,24,0.023,0.028,0.6,0.003
2022-01-28:18,36,24,0.034,0.018,0.5,0.003
2022-01-28:17,34,23,0.035,0.018,0.5,0.004
2022-01-28:16,37,25,0.037,0.015,0.5,0.004
2022-01-28:15,40,29,0.033,0.017,0.5,0.004
2022-01-28:14,37,25,0.032,0.018,0.5,0.004
2022-01-28:13,37,27,0.029,0.02,0.5,0.005
2022-01-28:12,34,22,0.029,0.018,0.5,0.004
2022-01-28:11,33,20,0.023,0.022,0.6,0.004
2022-01-28:10,28,15,0.019,0.025,0.6,0.004
2022-01-28:09,29,19,0.018,0.025,0.5,0.003
2022-01-28:08,29,18,0.018,0.024,0.5,0.003
2022-01-28:07,27,17,0.025,0.018,0.5,0.003
2022-01-28:06,27,16,0.029,0.013,0.4,0.003
2022-01-28:05,28,16,0.033,0.01,0.4,0.003
2022-01-28:04,31,19,0.034,0.01,0.4,0.003
2022-01-28:03,39,27,0.036,0.01,0.4,0.004
2022-01-28:02,39,28,0.032,0.013,0.5,0.004
2022-01-28:01,52,40,0.03,0.017,0.5,0.003
2022-01-27:24,57,45,0.029,0.019,0.6,0.003
2022-01-27:23,60,45,0.03,0.019,0.6,0.004
2022-01-27:22,60,44,0.028,0.023,0.6,0.004
2022-01-27:21,56,45,0.024,0.029,0.7,0.004
2022-01-27:20,61,46,0.023,0.034,0.7,0.004
2022-01-27:19,67,50,0.026,0.032,0.7,0.004
2022-01-27:18,65,47,0.033,0.025,0.7,0.004
2022-01-27:17,54,38,0.036,0.021,0.6,0.004
2022-01-27:16,51,39,0.038,0.02,0.5,0.004
2022-01-27:15,58,45,0.035,0.022,0.6,0.004
2022-01-27:14,69,53,0.032,0.023,0.7,0.004
2022-01-27:13,73,56,0.028,0.027,0.7,0.005
2022-01-27:12,74,58,0.019,0.036,0.9,0.005
2022-01-27:11,70,54,0.021,0.034,0.8,0.004
2022-01-27:10,60,46,0.013,0.041,0.9,0.004
2022-01-27:09,61,49,0.008,0.041,0.8,0.004
2022-01-27:08,56,44,0.009,0.037,0.7,0.003
2022-01-27:07,53,42,0.01,0.034,0.7,0.003
2022-01-27:06,52,42,0.015,0.029,0.7,0.003
2022-01-27:05,48,39,0.023,0.02,0.6,0.003
2022-01-27:04,48,39,0.022,0.021,0.6,0.003
2022-01-27:03,48,38,0.025,0.019,0.6,0.003
2022-01-27:02,49,35,0.024,0.02,0.6,0.003
2022-01-27:01,51,38,0.025,0.021,0.6,0.003
2022-01-26:24,45,34,0.024,0.023,0.6,0.004
2022-01-26:23,46,35,0.028,0.019,0.5,0.004
2022-01-26:22,53,42,0.021,0.029,0.6,0.004
2022-01-26:21,60,47,0.02,0.035,0.7,0.004
2022-01-26:20,60,46,0.023,0.034,0.7,0.004
2022-01-26:19,53,38,0.029,0.029,0.8,0.003
2022-01-26:18,53,40,0.033,0.024,0.6,0.004
2022-01-26:17,63,46,0.037,0.024,0.7,0.005
2022-01-26:16,64,52,0.04,0.023,0.7,0.005
2022-01-26:15,60,49,0.039,0.025,0.6,0.005
2022-01-26:14,57,47,0.036,0.024,0.7,0.004
2022-01-26:13,56,46,0.034,0.024,0.7,0.004
2022-01-26:12,53,44,0.038,0.018,0.7,0.005
2022-01-26:11,53,46,0.025,0.027,0.8,0.005
2022-01-26:10,58,45,0.009,0.043,0.9,0.003
2022-01-26:09,63,49,0.006,0.043,1,0.003
2022-01-26:08,64,49,0.003,0.045,1,0.003
2022-01-26:07,67,55,0.003,0.04,0.9,0.003
2022-01-26:06,65,53,0.008,0.033,0.9,0.003
2022-01-26:05,68,55,0.013,0.027,0.8,0.003
2022-01-26:04,68,52,0.02,0.021,0.8,0.003
2022-01-26:03,64,48,0.025,0.017,0.7,0.004
2022-01-26:02,54,43,0.018,0.025,0.7,0.003
2022-01-26:01,52,41,0.023,0.023,0.6,0.003
2022-01-25:24,48,39,0.029,0.02,0.6,0.003
2022-01-25:23,49,40,0.026,0.023,0.7,0.003
2022-01-25:22,51,39,0.024,0.025,0.7,0.003
2022-01-25:21,58,43,0.022,0.029,0.7,0.003
2022-01-25:20,51,38,0.024,0.029,0.7,0.003
2022-01-25:19,42,33,0.026,0.029,0.7,0.003
2022-01-25:18,40,31,0.018,0.034,0.6,0.004
2022-01-25:17,40,32,0.003,0.048,0.7,0.004
2022-01-25:16,37,27,0.003,0.046,0.7,0.004
2022-01-25:15,33,21,0.006,0.042,0.6,0.003
2022-01-25:14,27,18,0.005,0.042,0.6,0.004
2022-01-25:13,26,18,0.004,0.042,0.6,0.003
2022-01-25:12,25,16,0.004,0.043,0.5,0.003
2022-01-25:11,23,17,0.004,0.044,0.5,0.003
2022-01-25:10,21,15,0.004,0.042,0.5,0.003
2022-01-25:09,18,14,0.008,0.036,0.5,0.003
2022-01-25:08,14,11,0.011,0.034,0.4,0.003
2022-01-25:07,14,11,0.017,0.027,0.4,0.003
2022-01-25:06,14,9,0.023,0.021,0.4,0.003
2022-01-25:05,15,11,0.029,0.016,0.3,0.003
2022-01-25:04,14,10,0.033,0.014,0.3,0.003
2022-01-25:03,14,10,0.028,0.02,0.4,0.003
2022-01-25:02,14,10,0.023,0.025,0.4,0.004
2022-01-25:01,17,12,0.021,0.031,0.4,0.003
2022-01-24:24,14,10,0.026,0.025,0.4,0.003
2022-01-24:23,14,11,0.021,0.03,0.5,0.003
2022-01-24:22,15,10,0.02,0.033,0.4,0.003
2022-01-24:21,17,11,0.024,0.029,0.4,0.003
2022-01-24:20,19,14,0.022,0.034,0.5,0.004
2022-01-24:19,22,16,0.02,0.038,0.6,0.004
2022-01-24:18,17,12,0.028,0.03,0.5,0.004
2022-01-24:17,19,14,0.035,0.02,0.4,0.004
2022-01-24:16,20,13,0.034,0.02,0.4,0.004
2022-01-24:15,20,16,0.034,0.019,0.4,0.004
2022-01-24:14,20,12,0.036,0.017,0.4,0.004
2022-01-24:13,25,13,0.037,0.015,0.4,0.004
2022-01-24:12,21,12,0.037,0.015,0.4,0.004
2022-01-24:11,20,9,0.031,0.02,0.4,0.004
2022-01-24:10,13,6,0.019,0.034,0.5,0.004
2022-01-24:09,12,10,0.007,0.05,0.6,0.003
2022-01-24:08,11,10,0.006,0.051,0.6,0.003
2022-01-24:07,13,11,0.013,0.038,0.5,0.003
2022-01-24:06,17,14,0.016,0.036,0.6,0.003
2022-01-24:05,21,19,0.011,0.044,0.7,0.003
2022-01-24:04,28,24,0.014,0.04,0.7,0.004
2022-01-24:03,36,31,0.013,0.042,0.8,0.004
2022-01-24:02,44,37,0.016,0.039,0.8,0.004
2022-01-24:01,57,47,0.013,0.044,0.8,0.004
2022-01-23:24,65,55,0.008,0.051,1,0.004
2022-01-23:23,75,62,0.017,0.042,0.9,0.004
2022-01-23:22,79,63,0.006,0.058,1.1,0.003
2022-01-23:21,88,74,0.018,0.042,1,0.004
2022-01-23:20,83,68,0.029,0.031,0.9,0.004
2022-01-23:19,79,65,0.034,0.028,0.9,0.004
2022-01-23:18,80,65,0.038,0.026,0.8,0.004
2022-01-23:17,74,60,0.037,0.028,0.8,0.005
2022-01-23:16,72,61,0.035,0.029,0.8,0.005
2022-01-23:15,63,58,0.039,0.024,0.8,0.005
2022-01-23:14,63,54,0.037,0.022,0.7,0.005
2022-01-23:13,57,51,0.026,0.029,0.8,0.005
2022-01-23:12,58,49,0.014,0.041,0.8,0.005
2022-01-23:11,57,47,0.008,0.051,1,0.004
2022-01-23:10,51,42,0.008,0.046,0.9,0.004
2022-01-23:09,51,42,0.01,0.04,0.7,0.004
2022-01-23:08,49,39,0.007,0.042,0.7,0.004
2022-01-23:07,49,40,0.01,0.038,0.7,0.004
2022-01-23:06,47,38,0.009,0.041,0.7,0.004
2022-01-23:05,45,42,0.008,0.044,0.8,0.005
2022-01-23:04,43,39,0.006,0.049,0.7,0.004
2022-01-23:03,41,36,0.013,0.038,0.7,0.005
2022-01-23:02,40,34,0.012,0.041,0.6,0.004
2022-01-23:01,42,34,0.01,0.044,0.6,0.005
2022-01-22:24,45,40,0.005,0.052,0.7,0.004
2022-01-22:23,56,46,0.002,0.061,1,0.005
2022-01-22:22,54,44,0.002,0.06,1,0.005
2022-01-22:21,56,44,0.002,0.061,0.9,0.005
2022-01-22:20,53,43,0.003,0.058,0.8,0.005
2022-01-22:19,70,57,0.004,0.058,0.8,0.006
2022-01-22:18,70,59,0.003,0.067,0.9,0.006
2022-01-22:17,66,61,0.008,0.062,0.8,0.005
2022-01-22:16,61,52,0.012,0.055,0.8,0.005
2022-01-22:15,60,51,0.01,0.054,0.9,0.006
2022-01-22:14,49,39,0.012,0.05,0.9,0.005
2022-01-22:13,43,35,0.011,0.045,0.8,0.005
2022-01-22:12,43,33,0.009,0.045,0.8,0.004
2022-01-22:11,47,37,0.006,0.049,0.8,0.005
2022-01-22:10,43,37,0.004,0.054,1,0.004
2022-01-22:09,44,39,0.003,0.056,1,0.004
2022-01-22:08,40,36,0.002,0.055,1,0.004
2022-01-22:07,44,37,0.002,0.054,1,0.004
2022-01-22:06,42,37,0.002,0.055,1.1,0.005
2022-01-22:05,44,37,0.002,0.057,1.1,0.004
2022-01-22:04,41,35,0.002,0.061,1.2,0.005
2022-01-22:03,44,34,0.002,0.063,1.3,0.005
2022-01-22:02,41,32,0.002,0.067,1.2,0.005
2022-01-22:01,42,36,0.002,0.069,1.2,0.004
2022-01-21:24,40,32,0.002,0.072,1.3,0.005
2022-01-21:23,43,36,0.002,0.068,1.2,0.005
2022-01-21:22,44,35,0.002,0.072,1.4,0.005
2022-01-21:21,47,39,0.002,0.062,1.2,0.004
2022-01-21:20,45,36,0.002,0.064,1.4,0.005
2022-01-21:19,40,31,0.003,0.061,1,0.004
2022-01-21:18,40,30,0.009,0.049,0.7,0.004
2022-01-21:17,36,23,0.018,0.04,0.5,0.003
2022-01-21:16,29,24,0.024,0.03,0.5,0.004
2022-01-21:15,28,23,0.026,0.028,0.5,0.004
2022-01-21:14,27,22,0.025,0.027,0.5,0.004
2022-01-21:13,34,28,0.02,0.03,0.6,0.004
2022-01-21:12,36,27,0.015,0.036,0.6,0.004
2022-01-21:11,38,29,0.01,0.043,0.7,0.004
2022-01-21:10,33,26,0.01,0.041,0.8,0.003
2022-01-21:09,38,32,0.003,0.056,1,0.004
2022-01-21:08,39,33,0.002,0.053,0.9,0.003
2022-01-21:07,34,32,0.002,0.049,0.8,0.003
2022-01-21:06,34,29,0.003,0.047,0.8,0.003
2022-01-21:05,33,25,0.003,0.046,0.7,0.003
2022-01-21:04,32,26,0.004,0.047,0.7,0.004
2022-01-21:03,32,24,0.013,0.039,0.7,0.003
2022-01-21:02,27,22,0.012,0.04,0.6,0.003
2022-01-21:01,29,24,0.008,0.047,0.7,0.003
2022-01-20:24,27,24,0.005,0.05,0.7,0.003
2022-01-20:23,28,25,0.003,0.054,0.8,0.004
2022-01-20:22,28,25,0.01,0.043,0.8,0.004
2022-01-20:21,36,31,0.021,0.03,0.6,0.003
2022-01-20:20,34,29,0.022,0.028,0.6,0.003
2022-01-20:19,29,28,0.022,0.029,0.6,0.004
2022-01-20:18,36,31,0.022,0.031,0.6,0.004
2022-01-20:17,41,30,0.022,0.031,0.6,0.004
2022-01-20:16,43,37,0.017,0.036,0.6,0.004
2022-01-20:15,38,32,0.014,0.041,0.7,0.004
2022-01-20:14,29,23,0.023,0.028,0.6,0.004
2022-01-20:13,37,31,0.022,0.028,0.6,0.004
2022-01-20:12,43,34,0.017,0.033,0.7,0.004
2022-01-20:11,52,41,0.012,0.039,0.8,0.004
2022-01-20:10,45,38,0.007,0.045,1,0.004
2022-01-20:09,50,41,0.004,0.047,0.9,0.003
2022-01-20:08,45,37,0.003,0.045,0.8,0.003
2022-01-20:07,45,33,0.007,0.038,0.7,0.003
2022-01-20:06,39,31,0.008,0.037,0.7,0.003
2022-01-20:05,40,30,0.01,0.035,0.7,0.003
2022-01-20:04,39,32,0.011,0.032,0.7,0.003
2022-01-20:03,40,34,0.02,0.023,0.7,0.003
2022-01-20:02,43,36,0.023,0.021,0.6,0.003
2022-01-20:01,45,38,0.025,0.019,0.6,0.003
2022-01-19:24,45,41,0.025,0.021,0.6,0.003
2022-01-19:23,52,45,0.027,0.017,0.6,0.003
2022-01-19:22,56,47,0.027,0.02,0.6,0.003
2022-01-19:21,61,49,0.03,0.017,0.6,0.003
2022-01-19:20,56,47,0.029,0.02,0.7,0.003
