구분,급식_메뉴_이름,급식_메뉴_종류,배식량_단위g,잔반량_단위g,학생별_섭취율_정도,메뉴별_평균섭취율,종류별_평균섭취율,메뉴별_평균잔반율,종류별_평균잔반율
473,오이피클,반찬류,52,52,낮음,54,59,59,59
474,스파게티,면류,168,161,낮음,67,67,67,67
475,치킨케이준샐러드,반찬류,120,84,보통,51,59,59,59
476,오이피클,반찬류,52,0,높음,54,59,59,59
477,과일쥬스(사과),후식류,80,80,낮음,85,73,73,73
478,스파게티,면류,175,161,낮음,67,67,67,67
479,치킨케이준샐러드,반찬류,132,120,낮음,51,59,59,59
480,오이피클,반찬류,52,52,낮음,54,59,59,59
481,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
482,스파게티,면류,182,42,높음,67,67,67,67
483,치킨케이준샐러드,반찬류,120,12,높음,51,59,59,59
484,오이피클,반찬류,52,52,낮음,54,59,59,59
485,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
486,스파게티,면류,161,133,낮음,67,67,67,67
487,치킨케이준샐러드,반찬류,120,96,낮음,51,59,59,59
488,오이피클,반찬류,52,52,낮음,54,59,59,59
489,과일쥬스(사과),후식류,80,80,낮음,85,73,73,73
490,스파게티,면류,182,0,높음,67,67,67,67
491,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
492,오이피클,반찬류,26,0,높음,54,59,59,59
493,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
494,스파게티,면류,182,105,보통,67,67,67,67
495,치킨케이준샐러드,반찬류,120,96,낮음,51,59,59,59
496,오이피클,반찬류,52,52,낮음,54,59,59,59
497,스파게티,면류,182,140,낮음,67,67,67,67
498,치킨케이준샐러드,반찬류,120,84,보통,51,59,59,59
499,오이피클,반찬류,52,26,보통,54,59,59,59
500,과일쥬스(사과),후식류,80,80,낮음,85,73,73,73
501,스파게티,면류,182,28,높음,67,67,67,67
502,치킨케이준샐러드,반찬류,132,0,높음,51,59,59,59
503,오이피클,반찬류,52,0,높음,54,59,59,59
504,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
505,스파게티,면류,182,28,높음,67,67,67,67
506,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
507,오이피클,반찬류,78,0,높음,54,59,59,59
508,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
509,스파게티,면류,182,91,보통,67,67,67,67
510,치킨케이준샐러드,반찬류,120,60,보통,51,59,59,59
511,오이피클,반찬류,52,52,낮음,54,59,59,59
512,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
513,스파게티,면류,175,21,높음,67,67,67,67
514,치킨케이준샐러드,반찬류,120,96,낮음,51,59,59,59
515,오이피클,반찬류,78,78,낮음,54,59,59,59
516,스파게티,면류,161,70,보통,67,67,67,67
517,치킨케이준샐러드,반찬류,132,36,보통,51,59,59,59
518,오이피클,반찬류,78,26,보통,54,59,59,59
519,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
520,스파게티,면류,168,168,낮음,67,67,67,67
521,치킨케이준샐러드,반찬류,120,84,보통,51,59,59,59
522,오이피클,반찬류,52,52,낮음,54,59,59,59
523,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
524,스파게티,면류,189,35,높음,67,67,67,67
525,치킨케이준샐러드,반찬류,132,60,보통,51,59,59,59
526,오이피클,반찬류,78,0,높음,54,59,59,59
527,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
528,스파게티,면류,175,126,보통,67,67,67,67
529,치킨케이준샐러드,반찬류,120,72,보통,51,59,59,59
530,오이피클,반찬류,52,35,보통,54,59,59,59
531,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
532,스파게티,면류,161,35,높음,67,67,67,67
533,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
534,오이피클,반찬류,52,0,높음,54,59,59,59
535,과일쥬스(사과),후식류,80,80,낮음,85,73,73,73
536,스파게티,면류,168,0,높음,67,67,67,67
537,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
538,오이피클,반찬류,52,0,높음,54,59,59,59
539,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
540,스파게티,면류,182,35,높음,67,67,67,67
541,치킨케이준샐러드,반찬류,120,108,낮음,51,59,59,59
542,오이피클,반찬류,78,26,보통,54,59,59,59
543,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
544,스파게티,면류,168,28,높음,67,67,67,67
545,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
546,오이피클,반찬류,52,0,높음,54,59,59,59
547,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
548,스파게티,면류,168,35,높음,67,67,67,67
549,치킨케이준샐러드,반찬류,120,24,높음,51,59,59,59
550,오이피클,반찬류,78,52,보통,54,59,59,59
551,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
552,스파게티,면류,182,182,낮음,67,67,67,67
553,치킨케이준샐러드,반찬류,120,108,낮음,51,59,59,59
554,오이피클,반찬류,52,26,보통,54,59,59,59
555,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
556,스파게티,면류,168,105,보통,67,67,67,67
557,치킨케이준샐러드,반찬류,120,36,보통,51,59,59,59
558,오이피클,반찬류,52,26,보통,54,59,59,59
559,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
560,스파게티,면류,168,154,낮음,67,67,67,67
561,치킨케이준샐러드,반찬류,132,120,낮음,51,59,59,59
562,오이피클,반찬류,52,52,낮음,54,59,59,59
563,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
564,스파게티,면류,168,21,높음,67,67,67,67
565,치킨케이준샐러드,반찬류,108,60,보통,51,59,59,59
566,오이피클,반찬류,52,0,높음,54,59,59,59
567,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
568,스파게티,면류,182,154,낮음,67,67,67,67
569,치킨케이준샐러드,반찬류,120,120,낮음,51,59,59,59
570,오이피클,반찬류,52,52,낮음,54,59,59,59
571,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
572,스파게티,면류,161,42,보통,67,67,67,67
573,치킨케이준샐러드,반찬류,120,108,낮음,51,59,59,59
574,오이피클,반찬류,52,52,낮음,54,59,59,59
575,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
576,스파게티,면류,168,161,낮음,67,67,67,67
577,치킨케이준샐러드,반찬류,132,132,낮음,51,59,59,59
578,오이피클,반찬류,52,0,높음,54,59,59,59
579,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
580,스파게티,면류,182,182,낮음,67,67,67,67
581,치킨케이준샐러드,반찬류,132,120,낮음,51,59,59,59
582,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
583,스파게티,면류,280,189,보통,67,67,67,67
584,치킨케이준샐러드,반찬류,96,12,높음,51,59,59,59
585,오이피클,반찬류,52,0,높음,54,59,59,59
586,스파게티,면류,189,105,보통,67,67,67,67
587,치킨케이준샐러드,반찬류,96,84,낮음,51,59,59,59
588,오이피클,반찬류,78,26,보통,54,59,59,59
589,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
590,스파게티,면류,168,21,높음,67,67,67,67
591,치킨케이준샐러드,반찬류,108,60,보통,51,59,59,59
592,오이피클,반찬류,52,26,보통,54,59,59,59
593,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
594,스파게티,면류,161,28,높음,67,67,67,67
595,치킨케이준샐러드,반찬류,120,108,낮음,51,59,59,59
596,오이피클,반찬류,52,52,낮음,54,59,59,59
597,과일쥬스(사과),후식류,80,80,낮음,85,73,73,73
598,스파게티,면류,168,28,높음,67,67,67,67
599,치킨케이준샐러드,반찬류,108,108,낮음,51,59,59,59
600,오이피클,반찬류,52,26,보통,54,59,59,59
601,과일쥬스(사과),후식류,80,80,낮음,85,73,73,73
602,스파게티,면류,189,140,보통,67,67,67,67
603,치킨케이준샐러드,반찬류,120,36,보통,51,59,59,59
604,오이피클,반찬류,52,0,높음,54,59,59,59
605,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
606,스파게티,면류,168,0,높음,67,67,67,67
607,치킨케이준샐러드,반찬류,108,0,높음,51,59,59,59
608,오이피클,반찬류,52,0,높음,54,59,59,59
609,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
610,스파게티,면류,175,105,보통,67,67,67,67
611,치킨케이준샐러드,반찬류,96,84,낮음,51,59,59,59
612,오이피클,반찬류,26,18,보통,54,59,59,59
613,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
614,스파게티,면류,175,84,보통,67,67,67,67
615,치킨케이준샐러드,반찬류,120,120,낮음,51,59,59,59
616,오이피클,반찬류,86,86,낮음,54,59,59,59
617,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
618,스파게티,면류,168,21,높음,67,67,67,67
619,치킨케이준샐러드,반찬류,108,36,보통,51,59,59,59
620,오이피클,반찬류,78,52,보통,54,59,59,59
621,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
622,스파게티,면류,175,0,높음,67,67,67,67
623,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
624,오이피클,반찬류,52,0,높음,54,59,59,59
625,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
626,스파게티,면류,175,28,높음,67,67,67,67
627,치킨케이준샐러드,반찬류,132,0,높음,51,59,59,59
628,오이피클,반찬류,52,52,낮음,54,59,59,59
629,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
630,스파게티,면류,175,21,높음,67,67,67,67
631,치킨케이준샐러드,반찬류,120,108,낮음,51,59,59,59
632,오이피클,반찬류,26,0,높음,54,59,59,59
633,스파게티,면류,175,21,높음,67,67,67,67
634,치킨케이준샐러드,반찬류,120,120,낮음,51,59,59,59
635,오이피클,반찬류,26,26,낮음,54,59,59,59
636,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
637,스파게티,면류,168,70,보통,67,67,67,67
638,치킨케이준샐러드,반찬류,132,120,낮음,51,59,59,59
639,오이피클,반찬류,52,0,높음,54,59,59,59
640,과일쥬스(사과),후식류,80,30,보통,85,73,73,73
641,스파게티,면류,182,126,보통,67,67,67,67
642,치킨케이준샐러드,반찬류,132,36,보통,51,59,59,59
643,오이피클,반찬류,52,26,보통,54,59,59,59
644,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
645,스파게티,면류,175,56,보통,67,67,67,67
646,치킨케이준샐러드,반찬류,120,102,낮음,51,59,59,59
647,오이피클,반찬류,52,26,보통,54,59,59,59
648,과일쥬스(사과),후식류,80,60,보통,85,73,73,73
649,스파게티,면류,196,21,높음,67,67,67,67
650,치킨케이준샐러드,반찬류,132,36,보통,51,59,59,59
651,오이피클,반찬류,26,18,보통,54,59,59,59
652,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
653,스파게티,면류,182,175,낮음,67,67,67,67
654,치킨케이준샐러드,반찬류,120,120,낮음,51,59,59,59
655,오이피클,반찬류,78,0,높음,54,59,59,59
656,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
657,스파게티,면류,182,35,높음,67,67,67,67
658,치킨케이준샐러드,반찬류,120,72,보통,51,59,59,59
659,오이피클,반찬류,52,52,낮음,54,59,59,59
660,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
661,스파게티,면류,175,7,높음,67,67,67,67
662,치킨케이준샐러드,반찬류,120,60,보통,51,59,59,59
663,오이피클,반찬류,26,0,높음,54,59,59,59
664,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
665,스파게티,면류,161,42,보통,67,67,67,67
666,치킨케이준샐러드,반찬류,120,60,보통,51,59,59,59
667,오이피클,반찬류,78,78,낮음,54,59,59,59
668,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
669,스파게티,면류,161,0,높음,67,67,67,67
670,치킨케이준샐러드,반찬류,108,0,높음,51,59,59,59
671,오이피클,반찬류,78,0,높음,54,59,59,59
672,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
673,스파게티,면류,154,0,높음,67,67,67,67
674,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
675,오이피클,반찬류,26,0,높음,54,59,59,59
676,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
677,스파게티,면류,175,28,높음,67,67,67,67
678,치킨케이준샐러드,반찬류,132,108,낮음,51,59,59,59
679,오이피클,반찬류,78,52,보통,54,59,59,59
680,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
681,스파게티,면류,175,28,높음,67,67,67,67
682,치킨케이준샐러드,반찬류,120,72,보통,51,59,59,59
683,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
684,스파게티,면류,161,0,높음,67,67,67,67
685,치킨케이준샐러드,반찬류,120,60,보통,51,59,59,59
686,오이피클,반찬류,78,26,보통,54,59,59,59
687,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
688,스파게티,면류,182,119,보통,67,67,67,67
689,치킨케이준샐러드,반찬류,120,84,보통,51,59,59,59
690,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
691,스파게티,면류,175,21,높음,67,67,67,67
692,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
693,오이피클,반찬류,52,0,높음,54,59,59,59
694,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
695,스파게티,면류,182,140,낮음,67,67,67,67
696,치킨케이준샐러드,반찬류,120,36,보통,51,59,59,59
697,오이피클,반찬류,52,0,높음,54,59,59,59
698,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
699,스파게티,면류,28,0,높음,67,67,67,67
700,오이피클,반찬류,52,9,높음,54,59,59,59
701,스파게티,면류,182,28,높음,67,67,67,67
702,치킨케이준샐러드,반찬류,132,120,낮음,51,59,59,59
703,오이피클,반찬류,52,52,낮음,54,59,59,59
704,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
705,스파게티,면류,154,70,보통,67,67,67,67
706,치킨케이준샐러드,반찬류,120,6,높음,51,59,59,59
707,스파게티,면류,182,56,보통,67,67,67,67
708,치킨케이준샐러드,반찬류,120,120,낮음,51,59,59,59
709,오이피클,반찬류,78,78,낮음,54,59,59,59
710,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
711,스파게티,면류,154,126,낮음,67,67,67,67
712,치킨케이준샐러드,반찬류,108,84,낮음,51,59,59,59
713,오이피클,반찬류,26,0,높음,54,59,59,59
714,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
715,스파게티,면류,182,0,높음,67,67,67,67
716,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
717,오이피클,반찬류,78,0,높음,54,59,59,59
718,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
719,스파게티,면류,189,21,높음,67,67,67,67
720,치킨케이준샐러드,반찬류,108,96,낮음,51,59,59,59
721,오이피클,반찬류,52,0,높음,54,59,59,59
722,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
723,스파게티,면류,189,49,보통,67,67,67,67
724,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
725,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
726,스파게티,면류,175,161,낮음,67,67,67,67
727,치킨케이준샐러드,반찬류,108,24,높음,51,59,59,59
728,오이피클,반찬류,26,0,높음,54,59,59,59
729,과일쥬스(사과),후식류,80,80,낮음,85,73,73,73
730,스파게티,면류,154,14,높음,67,67,67,67
731,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
732,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
733,스파게티,면류,168,21,높음,67,67,67,67
734,치킨케이준샐러드,반찬류,84,6,높음,51,59,59,59
735,오이피클,반찬류,52,0,높음,54,59,59,59
736,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
737,스파게티,면류,154,0,높음,67,67,67,67
738,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
739,오이피클,반찬류,52,0,높음,54,59,59,59
740,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
741,스파게티,면류,175,0,높음,67,67,67,67
742,치킨케이준샐러드,반찬류,120,60,보통,51,59,59,59
743,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
744,스파게티,면류,175,21,높음,67,67,67,67
745,치킨케이준샐러드,반찬류,120,24,높음,51,59,59,59
746,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
747,스파게티,면류,168,28,높음,67,67,67,67
748,치킨케이준샐러드,반찬류,96,48,보통,51,59,59,59
749,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
750,스파게티,면류,161,0,높음,67,67,67,67
751,치킨케이준샐러드,반찬류,96,36,보통,51,59,59,59
752,오이피클,반찬류,78,78,낮음,54,59,59,59
753,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
754,스파게티,면류,175,0,높음,67,67,67,67
755,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
756,오이피클,반찬류,26,0,높음,54,59,59,59
757,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
758,스파게티,면류,175,21,높음,67,67,67,67
759,치킨케이준샐러드,반찬류,120,24,높음,51,59,59,59
760,오이피클,반찬류,78,52,보통,54,59,59,59
761,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
762,스파게티,면류,168,7,높음,67,67,67,67
763,치킨케이준샐러드,반찬류,108,36,보통,51,59,59,59
764,오이피클,반찬류,26,26,낮음,54,59,59,59
765,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
766,스파게티,면류,182,42,높음,67,67,67,67
767,치킨케이준샐러드,반찬류,120,0,높음,51,59,59,59
768,오이피클,반찬류,78,26,보통,54,59,59,59
769,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
770,스파게티,면류,175,91,보통,67,67,67,67
771,치킨케이준샐러드,반찬류,48,36,보통,51,59,59,59
772,오이피클,반찬류,52,52,낮음,54,59,59,59
773,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
774,스파게티,면류,175,14,높음,67,67,67,67
775,치킨케이준샐러드,반찬류,96,36,보통,51,59,59,59
776,오이피클,반찬류,52,18,보통,54,59,59,59
777,과일쥬스(사과),후식류,80,0,높음,85,73,73,73
778,스파게티,면류,175,119,보통,67,67,67,67
779,치킨케이준샐러드,반찬류,84,48,보통,51,59,59,59
780,오이피클,반찬류,52,26,보통,54,59,59,59
781,스파게티,면류,168,28,높음,67,67,67,67
782,치킨케이준샐러드,반찬류,108,24,높음,51,59,59,59
